text,airline_sentiment,labels
anyone awake? Paying for wifi on iPhone when need to be using it on laptop. Logout option for wifi in flight? Time is wasting!,negative,0
Thank you. But it is sad that she couldn't talk 2 a REAL person &amp; kept getting disconnected by an automated msg.,negative,0
listening center is open seating just like on their planes. #RaganDisney,positive,2
u were bae until u lost both of my bags and had no clue where they were or what happened to them for 36 hours :/,negative,0
"When you are deciding to wreck a vacation... is losing luggage from a Cancelled Flighted flight your ""go to"" maneuver?",negative,0
"Well, I try! See you soon!!",neutral,1
"and a complete lack of faith in your companies. It's really a shame that you think telling me ""it's been a challenging""",negative,0
4595. We are now going back to the gate b/c of something overheating after sitting out here for 3+ hours.Love United but this stinks,negative,0
"Well, to the degree that he could... Just to know, after this experience I'm Cancelled Flighting my miles card. Thank god for",negative,0
Now ur asking for the heavy guns! You know #IWouldDoAnythingForLove  #BrandMance #LoveSongFriday,neutral,1
I know. Just a little cold weather humor. :),neutral,1
2nd leg of trip Cancelled Flightled. Been on hold 1.5 hrs. Will we lose our $ if we don't speak to someone before first flight leaves?,negative,0
best u could do-I might get my refund within 2 billing cycles. Months of u guys asking for another chance. I'm done,negative,0
F623 DEN:PHX impressive lack of concern by 1hr+ Late Flight flight attndt wrecking havoc on customer travel #smugsmirk #norush,negative,0
one lady helping the 12 of us with luggage,positive,2
"i tried all day. Have been disconnected due to ""heavy call volume.""",negative,0
can I get some more leg room tonight B6 304,neutral,1
but you guys switched me and didn't inform me of the chathes,negative,0
"you should change your name to United Incompetence. No flight until Monday, have to take a 7 hour drive now to get to my flight!",negative,0
“:  Can you follow back for a quick DM? ^SW”followed,neutral,1
done,neutral,1
at troubadour with  .#DestinationDragons,neutral,1
new stroller. The travel credit doesn't help cover the cost of a new stroller. Your crew ruined it and therefore should,negative,0
"not likely, flightaware says plane is still in Durango and hasn't departed.",negative,0
Results Handily Exceed Forecasts -,neutral,1
“: Our fleet's on fleek.  this is what I hate,negative,0
"you realize you've said this already. At least last time you asked if I needed ""help""",negative,0
and despite tailwind… Will still be Late Flight.,negative,0
oh flight was fine. my lost luggage? not so much. looks like I'll be at least a half day Late Flight to my conference in Santa Monica...,negative,0
can you please help me find my luggage since you're the one who lost it? Your customer service SUCKS.,negative,0
is the 24/7 phone line open? On hold for over 2 hours now. Your check-in agents cannot help at the airport itself. Please help.,negative,0
"Flight 1447 (N351JB) ""JBLU"" arrives at  following flight from Westchester County Airport",neutral,1
thanks for your prompt response. I know you put safety first. Unfortunately will hit freezing rain/sleet on ride home.,positive,2
"I listed my baggage claim number.  Have them call me, my number is on the ticket.  I had to use Lady Speed Stick this morning.",negative,0
flight Cancelled Flighted out of LAX for tomorrow due to connection in DFW. Help please? we can go out of orange or burbank,negative,0
"pls find my bag, I need 2 get home! Very frustrating. Hope my bag is somewhere in . Leaving the #jfk w/o my luggage.",negative,0
yes .not sure how you guys don't know gate is occupied and keep us waiting,negative,0
Can my wife's RR points be transferred to my RR account?,neutral,1
A320 pulling into the gate as the sunrises here at  this morning #jetbluesofly #jetblue #airbus,positive,2
when and why was flight 4471 from MSP Cancelled Flighted this AM?,negative,0
"my buddies are currently delayed 3.5 hours and counting in DCA on their ways to CAE for a golf week, any compensation? #FlyDelta",negative,0
Thank you. I know ya'll can't control the weather. I appreciate ya'll working to get my flight rebooked the last two days.,positive,2
lots of fun to be removed from top of a list and manually readded to the bottom thanks to club agents. Thanks a lot Asha at DCA.,negative,0
had to change to another airline to get to DC today ... Why is  able to land in DC but not you? Cost me $800 ...ugh,negative,0
ridiculous! I have to be refunded whenever I get at my final destination or not!,negative,0
do we get to pick which  show? #DestinationDragons,neutral,1
my sister and her family had to drive 1200 miles because you did not accommodate a rebook in a timely manner! HORRIBLE,negative,0
Thanks for the complimentary upgrade to first.  You are the best!,positive,2
Bag MIA since Wednesday. Still no word where it is or if we'll ever see it again. #lostluggage #frustrated,negative,0
my wife had been in group A in prev. flight but got bumped for some reason.  Alone with two kids. At least put her in group A,negative,0
I want the flight I have on hold. I don't want a new flight.,negative,0
And how do you only have 1 agent at PHX customer service desk when an hour ago the line was over 100 people long?,negative,0
just called that number and left message. Are you at to pass along message to team too?,negative,0
why did you book my hotel twice?!?! Ahhhhh,negative,0
"3days and no call,bag or anyone to pick up my call. Held on ph til 130 am and holding again now. Insane,#help",negative,0
found out my flight tomorrow was Cancelled Flightled &amp; got in the queue for a callback 3.5 hours ago…still nothing. Can I get rebooked??,negative,0
"Ok thank you, do you provide complimentary hotel accommodations since I'll have to stay overnight?",negative,0
"Do you provide complimentary upgrades to first class, if there are available seats?",neutral,1
"Yes - with extra $77. I wonder what are you going yo loose, if there is room.",negative,0
"while listening to a delay message on my phone, another delay message was coming in. Get your shit together!",negative,0
this makes me happy. I hope these aren't empty promises.,positive,2
we've been delayed and delayed here in Palm beach... Need to head to Westchester. Can you give me some info?,negative,0
how is Mexico not international from the us?,neutral,1
"what's the deal with flight 5268 from DCA to PHL? We boarded on time, left the gate a few mins Late Flight and are now sat on Tarmac?",negative,0
XNA has TSA Precheck! Would be nice if your system knew that.,negative,0
Get a new crystal ball. Cancelled Flight flights before weather hits to rebook me on flight during? Looking like 2 nights hotel on me.,negative,0
"have you considered adding the ""we'll call you back when we have someone free"" feature to your support line?",negative,0
I have submitted my request. I would appreciate a call by 9am eastern. Thank you.,neutral,1
Filled out a baggage claim over the phone last night. Check the status to discover the rep confused Arkansas for Alaska 😒,negative,0
done messed up now!!! I have planned a trip to #CostaRica for pennies!!! #VacaTime ✈️💺,negative,0
I think i left something on the plane yesterday. who do i call...ah!,neutral,1
the ticket is a poor gesture of goodwill (for missed trip) to a top status flyer - I may not next time (AA91 LHR-ORD 2/16),negative,0
"hi JP, with the help of an awesome TSA representative, I was able to get it all taken care of. Thank you!",positive,2
"It's all about profit, and they don't really give a damn about paying customers!!!! #greed",negative,0
RT “: Our fleet's on fleek.,neutral,1
- Hopefully that will help someone in the future. Would there have been a different procedure if I had discovered the theft sooner?,negative,0
is saving my sanity right now:,neutral,1
"my two coats were in that bag so i have been in france with no coat, walking around with a T shirt and one clean pair.(3)",negative,0
talked to Supervisor Jeanine and she couldn't help me. 45 minutes of talking to her and nothing.,negative,0
doesn't let u do stand by on flight due to checked bag causing u to get in 5 hours Late Flightr only to get to PHL &amp; bag didn't make it,negative,0
I have been waiting at this airport since 11 am and have to wait until 8:30 tomorrow and cannot get any sort of help!,negative,0
stay more than 24h traveling ans sleeping on the airports floor,negative,0
because your gate attendant let someone board whose boarding pass kept reading invalid. This messed up the passenger log.,negative,0
